1741648530,REBOOT,SOFTWARE1741648573,REBOOT,SOFTWARE1741648633,REBOOT,SOFTWARE1741648640,BAT,3084,IMU_TEMP,0,CPU_TEMP,42,VDD_REF,3.077455
1741648640,BAT,3073,IMU_TEMP,0,CPU_TEMP,41,VDD_REF,3.017112
1741648702,BAT,3073,IMU_TEMP,29,CPU_TEMP,33,VDD_REF,3.062606
1741648702,BAT,Deep Sleep
1325376003,REBOOT,GENERAL1325376004,REBOOT,SOFTWARE1325376012,BAT,3057,IMU_TEMP,0,CPU_TEMP,28,VDD_REF,3.316656
1325376012,BAT,3056,IMU_TEMP,0,CPU_TEMP,27,VDD_REF,3.312329
1325376072,BAT,3150,IMU_TEMP,25,CPU_TEMP,32,VDD_REF,3.318824
1325376132,BAT,3216,IMU_TEMP,27,CPU_TEMP,33,VDD_REF,3.318824
1325376192,BAT,3263,IMU_TEMP,28,CPU_TEMP,33,VDD_REF,3.300000
1325376252,BAT,3349,IMU_TEMP,29,CPU_TEMP,33,VDD_REF,3.300000
1325376312,BAT,3441,IMU_TEMP,30,CPU_TEMP,34,VDD_REF,3.300000
1325376372,BAT,3483,IMU_TEMP,30,CPU_TEMP,35,VDD_REF,3.300000
1325376432,BAT,3511,IMU_TEMP,31,CPU_TEMP,35,VDD_REF,3.300000
1325376492,BAT,3532,IMU_TEMP,31,CPU_TEMP,36,VDD_REF,3.300000
1325376552,BAT,3547,IMU_TEMP,32,CPU_TEMP,35,VDD_REF,3.300000
1325376612,BAT,3555,IMU_TEMP,32,CPU_TEMP,36,VDD_REF,3.300000
1325376672,BAT,3559,IMU_TEMP,33,CPU_TEMP,36,VDD_REF,3.300000
1325376732,BAT,3562,IMU_TEMP,33,CPU_TEMP,37,VDD_REF,3.300000
1325376792,BAT,3565,IMU_TEMP,33,CPU_TEMP,37,VDD_REF,3.300000
1325376852,BAT,3568,IMU_TEMP,34,CPU_TEMP,38,VDD_REF,3.300000
1325376912,BAT,3572,IMU_TEMP,34,CPU_TEMP,39,VDD_REF,3.300000
1325376971,BAT,3575,IMU_TEMP,34,CPU_TEMP,38,VDD_REF,3.300000
